study,source,dbase,Inst,hcp_variable,variable_label,variable_type,variable_options,nda_structure,nda_element,structure_label,element_label,element_description,element_values,inst_short,template,action_request,hcp_variable_upload,specialty_code,requested_python,version,form,hcpdchild,hcpdparent,hcpd18
HCPD,REDCap,hcpdchild hcpd18,,neo6,,,,neo_ffi_form_s_adult_200301,neo_q6,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo6,,"neo6=pd.to_numeric(studydata.neo6,errors='coerce')-1; studydata.neo6=neo6.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo7,,,,neo_ffi_form_s_adult_200301,neo_q7,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo7,,"neo7=pd.to_numeric(studydata.neo7,errors='coerce')-1; studydata.neo7=neo7.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo8,,,,neo_ffi_form_s_adult_200301,neo_q8,,,,,,,"Please decrement your 1::5 scale to a 0::4 scale, reverse-coding where the manual calls for it, and recalculating scores accordingly.",neo8,,"neo8=4-(pd.to_numeric(studydata.neo8,errors='coerce')-1); studydata.neo8=neo8.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo9,,,,neo_ffi_form_s_adult_200301,neo_q9,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo9,,"neo9=pd.to_numeric(studydata.neo9,errors='coerce')-1; studydata.neo9=neo9.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo10,,,,neo_ffi_form_s_adult_200301,neo_q10,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo10,,"neo10=pd.to_numeric(studydata.neo10,errors='coerce')-1; studydata.neo10=neo10.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo11,,,,neo_ffi_form_s_adult_200301,neo_q11,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo11,,"neo11=pd.to_numeric(studydata.neo11,errors='coerce')-1; studydata.neo11=neo11.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo12,,,,neo_ffi_form_s_adult_200301,neo_q12,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo12,,"neo12=pd.to_numeric(studydata.neo12,errors='coerce')-1; studydata.neo12=neo12.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo13,,,,neo_ffi_form_s_adult_200301,neo_q13,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo13,,"neo13=pd.to_numeric(studydata.neo13,errors='coerce')-1; studydata.neo13=neo13.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo14,,,,neo_ffi_form_s_adult_200301,neo_q14,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo14,,"neo14=pd.to_numeric(studydata.neo14,errors='coerce')-1; studydata.neo14=neo14.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo15,,,,neo_ffi_form_s_adult_200301,neo_q15,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo15,,"neo15=pd.to_numeric(studydata.neo15,errors='coerce')-1; studydata.neo15=neo15.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo16,,,,neo_ffi_form_s_adult_200301,neo_q16,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo16,,"neo16=pd.to_numeric(studydata.neo16,errors='coerce')-1; studydata.neo16=neo16.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo17,,,,neo_ffi_form_s_adult_200301,neo_q17,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo17,,"neo17=pd.to_numeric(studydata.neo17,errors='coerce')-1; studydata.neo17=neo17.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo18,,,,neo_ffi_form_s_adult_200301,neo_q18,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo18,,"neo18=pd.to_numeric(studydata.neo18,errors='coerce')-1; studydata.neo18=neo18.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo19,,,,neo_ffi_form_s_adult_200301,neo_q19,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo19,,"neo19=pd.to_numeric(studydata.neo19,errors='coerce')-1; studydata.neo19=neo19.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo20,,,,neo_ffi_form_s_adult_200301,neo_q20,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo20,,"neo20=pd.to_numeric(studydata.neo20,errors='coerce')-1; studydata.neo20=neo20.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo21,,,,neo_ffi_form_s_adult_200301,neo_q21,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo21,,"neo21=pd.to_numeric(studydata.neo21,errors='coerce')-1; studydata.neo21=neo21.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo22,,,,neo_ffi_form_s_adult_200301,neo_q22,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo22,,"neo22=pd.to_numeric(studydata.neo22,errors='coerce')-1; studydata.neo22=neo22.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo23,,,,neo_ffi_form_s_adult_200301,neo_q23,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo23,,"neo23=pd.to_numeric(studydata.neo23,errors='coerce')-1; studydata.neo23=neo23.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo24,,,,neo_ffi_form_s_adult_200301,neo_q24,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo24,,"neo24=pd.to_numeric(studydata.neo24,errors='coerce')-1; studydata.neo24=neo24.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo25,,,,neo_ffi_form_s_adult_200301,neo_q25,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo25,,"neo25=pd.to_numeric(studydata.neo25,errors='coerce')-1; studydata.neo25=neo25.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo26,,,,neo_ffi_form_s_adult_200301,neo_q26,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo26,,"neo26=pd.to_numeric(studydata.neo26,errors='coerce')-1; studydata.neo26=neo26.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo27,,,,neo_ffi_form_s_adult_200301,neo_q27,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo27,,"neo27=pd.to_numeric(studydata.neo27,errors='coerce')-1; studydata.neo27=neo27.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo28,,,,neo_ffi_form_s_adult_200301,neo_q28,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo28,,"neo28=pd.to_numeric(studydata.neo28,errors='coerce')-1; studydata.neo28=neo28.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo29,,,,neo_ffi_form_s_adult_200301,neo_q29,,,,,,,"Please decrement your 1::5 scale to a 0::4 scale, reverse-coding where the manual calls for it, and recalculating scores accordingly.",neo29,,"neo29=4-(pd.to_numeric(studydata.neo29,errors='coerce')-1); studydata.neo29=neo29.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo30,,,,neo_ffi_form_s_adult_200301,neo_q30,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo30,,"neo30=pd.to_numeric(studydata.neo30,errors='coerce')-1; studydata.neo30=neo30.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo31,,,,neo_ffi_form_s_adult_200301,neo_q31,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo31,,"neo31=pd.to_numeric(studydata.neo31,errors='coerce')-1; studydata.neo31=neo31.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo32,,,,neo_ffi_form_s_adult_200301,neo_q32,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo32,,"neo32=pd.to_numeric(studydata.neo32,errors='coerce')-1; studydata.neo32=neo32.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo33,,,,neo_ffi_form_s_adult_200301,neo_q33,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo33,,"neo33=pd.to_numeric(studydata.neo33,errors='coerce')-1; studydata.neo33=neo33.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo34,,,,neo_ffi_form_s_adult_200301,neo_q34,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo34,,"neo34=pd.to_numeric(studydata.neo34,errors='coerce')-1; studydata.neo34=neo34.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo35,,,,neo_ffi_form_s_adult_200301,neo_q35,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo35,,"neo35=pd.to_numeric(studydata.neo35,errors='coerce')-1; studydata.neo35=neo35.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo36,,,,neo_ffi_form_s_adult_200301,neo_q36,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo36,,"neo36=pd.to_numeric(studydata.neo36,errors='coerce')-1; studydata.neo36=neo36.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo37,,,,neo_ffi_form_s_adult_200301,neo_q37,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo37,,"neo37=pd.to_numeric(studydata.neo37,errors='coerce')-1; studydata.neo37=neo37.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo38,,,,neo_ffi_form_s_adult_200301,neo_q38,,,,,,,"Please decrement your 1::5 scale to a 0::4 scale, reverse-coding where the manual calls for it, and recalculating scores accordingly.",neo38,,"neo38=4-(pd.to_numeric(studydata.neo38,errors='coerce')-1); studydata.neo38=neo38.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo39,,,,neo_ffi_form_s_adult_200301,neo_q39,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo39,,"neo39=pd.to_numeric(studydata.neo39,errors='coerce')-1; studydata.neo39=neo39.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo40,,,,neo_ffi_form_s_adult_200301,neo_q40,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo40,,"neo40=pd.to_numeric(studydata.neo40,errors='coerce')-1; studydata.neo40=neo40.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo41,,,,neo_ffi_form_s_adult_200301,neo_q41,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo41,,"neo41=pd.to_numeric(studydata.neo41,errors='coerce')-1; studydata.neo41=neo41.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo42,,,,neo_ffi_form_s_adult_200301,neo_q42,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo42,,"neo42=pd.to_numeric(studydata.neo42,errors='coerce')-1; studydata.neo42=neo42.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo43,,,,neo_ffi_form_s_adult_200301,neo_q43,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo43,,"neo43=pd.to_numeric(studydata.neo43,errors='coerce')-1; studydata.neo43=neo43.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo44,,,,neo_ffi_form_s_adult_200301,neo_q44,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo44,,"neo44=pd.to_numeric(studydata.neo44,errors='coerce')-1; studydata.neo44=neo44.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo45,,,,neo_ffi_form_s_adult_200301,neo_q45,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo45,,"neo45=pd.to_numeric(studydata.neo45,errors='coerce')-1; studydata.neo45=neo45.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo46,,,,neo_ffi_form_s_adult_200301,neo_q46,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo46,,"neo46=pd.to_numeric(studydata.neo46,errors='coerce')-1; studydata.neo46=neo46.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo47,,,,neo_ffi_form_s_adult_200301,neo_q47,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo47,,"neo47=pd.to_numeric(studydata.neo47,errors='coerce')-1; studydata.neo47=neo47.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo48,,,,neo_ffi_form_s_adult_200301,neo_q48,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo48,,"neo48=pd.to_numeric(studydata.neo48,errors='coerce')-1; studydata.neo48=neo48.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo49,,,,neo_ffi_form_s_adult_200301,neo_q49,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo49,,"neo49=pd.to_numeric(studydata.neo49,errors='coerce')-1; studydata.neo49=neo49.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo50,,,,neo_ffi_form_s_adult_200301,neo_q50,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo50,,"neo50=pd.to_numeric(studydata.neo50,errors='coerce')-1; studydata.neo50=neo50.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo51,,,,neo_ffi_form_s_adult_200301,neo_q51,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo51,,"neo51=pd.to_numeric(studydata.neo51,errors='coerce')-1; studydata.neo51=neo51.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo52,,,,neo_ffi_form_s_adult_200301,neo_q52,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo52,,"neo52=pd.to_numeric(studydata.neo52,errors='coerce')-1; studydata.neo52=neo52.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo53,,,,neo_ffi_form_s_adult_200301,neo_q53,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo53,,"neo53=pd.to_numeric(studydata.neo53,errors='coerce')-1; studydata.neo53=neo53.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo54,,,,neo_ffi_form_s_adult_200301,neo_q54,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo54,,"neo54=pd.to_numeric(studydata.neo54,errors='coerce')-1; studydata.neo54=neo54.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo55,,,,neo_ffi_form_s_adult_200301,neo_q55,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo55,,"neo55=pd.to_numeric(studydata.neo55,errors='coerce')-1; studydata.neo55=neo55.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo56,,,,neo_ffi_form_s_adult_200301,neo_q56,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo56,,"neo56=pd.to_numeric(studydata.neo56,errors='coerce')-1; studydata.neo56=neo56.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo57,,,,neo_ffi_form_s_adult_200301,neo_q57,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo57,,"neo57=pd.to_numeric(studydata.neo57,errors='coerce')-1; studydata.neo57=neo57.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo58,,,,neo_ffi_form_s_adult_200301,neo_q58,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo58,,"neo58=pd.to_numeric(studydata.neo58,errors='coerce')-1; studydata.neo58=neo58.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo59,,,,neo_ffi_form_s_adult_200301,neo_q59,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo59,,"neo59=pd.to_numeric(studydata.neo59,errors='coerce')-1; studydata.neo59=neo59.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,neo60,,,,neo_ffi_form_s_adult_200301,neo_q60,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo60,,"neo60=pd.to_numeric(studydata.neo60,errors='coerce')-1; studydata.neo60=neo60.fillna(-99).astype(int).astype(str).str.replace('-99','')",,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,dummy_var15,,,,gbi01,version_form,,,,,,,"Please use the 'version_form' column to label all rows ""S7up Self Report"".",version_form,,studydata['version_form']='S7up Self Report',,,,,
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself1,,,,gbi01,gbi4,,,,,,,,s7upchildself1,,,,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself2,,,,gbi01,s7upchildself2,,,,,,,,s7upchildself2,,,,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself3,,,,gbi01,gbi6,,,,,,,,s7upchildself3,,,,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself4,,,,gbi01,s7upchildself4,,,,,,,,s7upchildself4,,,,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself5,,,,gbi01,s7upchildself5,,,,,,,,s7upchildself5,,,,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself6,,,,gbi01,s7upchildself6,,,,,,,,s7upchildself6,,,,,True,False,True
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself7,,,,gbi01,gbi10,,,,,,,,s7upchildself7,,,,,True,False,True
HCPD,REDCap,hcpdchild,,ysra_item1,,,,ysr01,ysr_1,,,,,,,,ysra_item1,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item2_1,,,,ysr01,ysr2,,,,,,,,ysra_item2_1,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item2_2,,,,ysr01,cbcl1_2_text,,,,,,,,ysra_item2_2,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item3,,,,ysr01,ysr_3,,,,,,,,ysra_item3,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item4,,,,ysr01,tr04,,,,,,,,ysra_item4,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item5,,,,ysr01,ysr5,,,,,,,,ysra_item5,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item6,,,,ysr01,ysr_6,,,,,,,,ysra_item6,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item7,,,,ysr01,ysr_7,,,,,,,,ysra_item7,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item8,,,,ysr01,ysr_8,,,,,,,,ysra_item8,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item9_1,,,,ysr01,ysr_9,,,,,,,,ysra_item9_1,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item9_2,,,,ysr01,cbcl2_3_text,,,,,,,,ysra_item9_2,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item10,,,,ysr01,ysr_10,,,,,,,,ysra_item10,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item11,,,,ysr01,ysr_11,,,,,,,,ysra_item11,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item12,,,,ysr01,ysr_12,,,,,,,,ysra_item12,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item13,,,,ysr01,ysr_13,,,,,,,,ysra_item13,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item14,,,,ysr01,ysr_14,,,,,,,,ysra_item14,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item15,,,,ysr01,ysr_15,,,,,,,,ysra_item15,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item16,,,,ysr01,ysr_16,,,,,,,,ysra_item16,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item17,,,,ysr01,ysr_17,,,,,,,,ysra_item17,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item18,,,,ysr01,ysr_18,,,,,,,,ysra_item18,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item19,,,,ysr01,ysr_19,,,,,,,,ysra_item19,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item20,,,,ysr01,ysr_20,,,,,,,,ysra_item20,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item21,,,,ysr01,ysr_21,,,,,,,,ysra_item21,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item22,,,,ysr01,ysr_22,,,,,,,,ysra_item22,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item23,,,,ysr01,ysr_23,,,,,,,,ysra_item23,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item24,,,,ysr01,ysr_24,,,,,,,,ysra_item24,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item25,,,,ysr01,ysr_25,,,,,,,,ysra_item25,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item26,,,,ysr01,ysr_26,,,,,,,,ysra_item26,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item27,,,,ysr01,ysr_27,,,,,,,,ysra_item27,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item28,,,,ysr01,ysr28,,,,,,,,ysra_item28,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item29_1,,,,ysr01,ysr_29,,,,,,,,ysra_item29_1,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item29_2,,,,ysr01,cbcl5_2_text,,,,,,,,ysra_item29_2,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item30,,,,ysr01,ysr_30,,,,,,,,ysra_item30,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item31,,,,ysr01,ysr_31,,,,,,,,ysra_item31,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item32,,,,ysr01,ysr_32,,,,,,,,ysra_item32,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item33,,,,ysr01,ysr_33,,,,,,,,ysra_item33,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item34,,,,ysr01,ysr_34,,,,,,,,ysra_item34,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item35,,,,ysr01,ysr_35,,,,,,,,ysra_item35,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item36,,,,ysr01,ysr_36,,,,,,,,ysra_item36,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item37,,,,ysr01,ysr_37,,,,,,,,ysra_item37,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item38,,,,ysr01,ysr_38,,,,,,,,ysra_item38,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item39,,,,ysr01,ysr_39,,,,,,,,ysra_item39,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item40_1,,,,ysr01,ysr_40,,,,,,,,ysra_item40_1,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item40_2,,,,ysr01,cbcl6_6_text,,,,,,,,ysra_item40_2,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item41,,,,ysr01,ysr_41,,,,,,,,ysra_item41,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item42,,,,ysr01,ysr_42,,,,,,,,ysra_item42,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item43,,,,ysr01,ysr_43,,,,,,,,ysra_item43,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item44,,,,ysr01,ysr_44,,,,,,,,ysra_item44,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item45,,,,ysr01,ysr_45,,,,,,,,ysra_item45,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item46_1,,,,ysr01,ysr_46,,,,,,,,ysra_item46_1,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item46_2,,,,ysr01,cbcl7_3_text,,,,,,,,ysra_item46_2,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item47,,,,ysr01,ysr_47,,,,,,,,ysra_item47,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item48,,,,ysr01,ysr_48,,,,,,,,ysra_item48,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item49,,,,ysr01,ysr_49,,,,,,,,ysra_item49,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item50,,,,ysr01,ysr_50,,,,,,,,ysra_item50,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item51,,,,ysr01,ysr_51,,,,,,,,ysra_item51,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item52,,,,ysr01,ysr_52,,,,,,,,ysra_item52,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item53,,,,ysr01,ysr_53,,,,,,,,ysra_item53,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item54,,,,ysr01,ysr_54,,,,,,,,ysra_item54,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item55,,,,ysr01,ysr_55,,,,,,,,ysra_item55,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item56_1,,,,ysr01,ysr_56,,,,,,,,ysra_item56_1,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item56_2,,,,ysr01,ysr_57,,,,,,,,ysra_item56_2,,,,,True,False,False
HCPD,REDCap,hcpdchild,,ysra_item56_3,,,,ysr01,ysr_58,,,,,,,,ysra_item56_3,,,,,True,False,False
